#$t$ (s)	$E_y$ (V/m)	(600,40)	(600,60)	
0.00000e+00	0.00000e+00	0.00000e+00	
2.35865e-09	0.00000e+00	0.00000e+00	
4.71731e-09	0.00000e+00	0.00000e+00	
7.07596e-09	0.00000e+00	0.00000e+00	
9.43462e-09	0.00000e+00	0.00000e+00	
1.17933e-08	0.00000e+00	0.00000e+00	
1.41519e-08	0.00000e+00	0.00000e+00	
1.65106e-08	0.00000e+00	0.00000e+00	
1.88692e-08	0.00000e+00	0.00000e+00	
2.12279e-08	0.00000e+00	0.00000e+00	
2.35865e-08	0.00000e+00	0.00000e+00	
2.59452e-08	0.00000e+00	0.00000e+00	
2.83039e-08	0.00000e+00	0.00000e+00	
3.06625e-08	0.00000e+00	0.00000e+00	
3.30212e-08	0.00000e+00	0.00000e+00	
3.53798e-08	0.00000e+00	0.00000e+00	
3.77385e-08	0.00000e+00	0.00000e+00	
4.00971e-08	0.00000e+00	0.00000e+00	
4.24558e-08	0.00000e+00	0.00000e+00	
4.48144e-08	0.00000e+00	0.00000e+00	
4.71731e-08	0.00000e+00	0.00000e+00	
4.95317e-08	0.00000e+00	0.00000e+00	
5.18904e-08	0.00000e+00	0.00000e+00	
5.42490e-08	0.00000e+00	0.00000e+00	
5.66077e-08	0.00000e+00	0.00000e+00	
5.89664e-08	0.00000e+00	0.00000e+00	
6.13250e-08	0.00000e+00	0.00000e+00	
6.36837e-08	0.00000e+00	0.00000e+00	
6.60423e-08	0.00000e+00	0.00000e+00	
6.84010e-08	0.00000e+00	0.00000e+00	
7.07596e-08	0.00000e+00	0.00000e+00	
7.31183e-08	0.00000e+00	0.00000e+00	
7.54769e-08	0.00000e+00	0.00000e+00	
7.78356e-08	0.00000e+00	0.00000e+00	
8.01942e-08	0.00000e+00	0.00000e+00	
8.25529e-08	0.00000e+00	0.00000e+00	
8.49116e-08	0.00000e+00	0.00000e+00	
8.72702e-08	0.00000e+00	0.00000e+00	
8.96289e-08	0.00000e+00	0.00000e+00	
9.19875e-08	0.00000e+00	0.00000e+00	
9.43462e-08	0.00000e+00	0.00000e+00	
9.67048e-08	0.00000e+00	0.00000e+00	
9.90635e-08	0.00000e+00	0.00000e+00	
1.01422e-07	0.00000e+00	0.00000e+00	
1.03781e-07	0.00000e+00	0.00000e+00	
1.06139e-07	0.00000e+00	0.00000e+00	
1.08498e-07	0.00000e+00	0.00000e+00	
1.10857e-07	0.00000e+00	0.00000e+00	
1.13215e-07	0.00000e+00	0.00000e+00	
1.15574e-07	0.00000e+00	0.00000e+00	
1.17933e-07	0.00000e+00	0.00000e+00	
1.20291e-07	0.00000e+00	0.00000e+00	
1.22650e-07	0.00000e+00	0.00000e+00	
1.25009e-07	0.00000e+00	0.00000e+00	
1.27367e-07	0.00000e+00	0.00000e+00	
1.29726e-07	0.00000e+00	0.00000e+00	
1.32085e-07	0.00000e+00	0.00000e+00	
1.34443e-07	0.00000e+00	0.00000e+00	
1.36802e-07	0.00000e+00	0.00000e+00	
1.39161e-07	0.00000e+00	0.00000e+00	
1.41519e-07	0.00000e+00	0.00000e+00	
1.43878e-07	0.00000e+00	0.00000e+00	
1.46237e-07	0.00000e+00	0.00000e+00	
1.48595e-07	0.00000e+00	0.00000e+00	
1.50954e-07	0.00000e+00	0.00000e+00	
1.53313e-07	0.00000e+00	0.00000e+00	
1.55671e-07	0.00000e+00	0.00000e+00	
1.58030e-07	0.00000e+00	0.00000e+00	
1.60388e-07	0.00000e+00	0.00000e+00	
1.62747e-07	0.00000e+00	0.00000e+00	
1.65106e-07	0.00000e+00	0.00000e+00	
1.67464e-07	0.00000e+00	0.00000e+00	
1.69823e-07	0.00000e+00	0.00000e+00	
1.72182e-07	0.00000e+00	0.00000e+00	
1.74540e-07	0.00000e+00	0.00000e+00	
1.76899e-07	0.00000e+00	0.00000e+00	
1.79258e-07	0.00000e+00	0.00000e+00	
1.81616e-07	0.00000e+00	0.00000e+00	
1.83975e-07	0.00000e+00	0.00000e+00	
1.86334e-07	0.00000e+00	0.00000e+00	
1.88692e-07	0.00000e+00	0.00000e+00	
